ID,Artist,Title,Year,MP3 Avaliable,Link,Style-Katie,Notes,Superlike,Random,filename,mp3s,wav
1902,Guy Lombardo And His Royal Canadians,You're The Sweetest Girl This Side Of Heaven,1930.0,Online,http://www.jazz-on-line.com/a/mp3x/1930_081.mp3,None,musical,,990,1902-None,1902-None.mp3,
1701,Jelly Roll Morton,Someday Sweetheart,1926.0,Online,http://www.jazz-on-line.com/a/_inc/Vic37254-2.mp3,Blues,drag blues,,2095,1701-Blues,1701-Blues.mp3,
2524,Joe Haymes And His Orchestra,Here's A Little Package,1932.0,Online,http://www.jazz-on-line.com/a/2b17/AR509655.mp3,Lindy,not great,,1533,2524-Lindy,2524-Lindy.mp3,
2118,Joe Bushkin And His Rhythm,12th Street Rag,1947.0,Online,http://www.jazz-on-line.com/a/2c17/BB503503.mp3,Balboa,,,2385,2118-Balboa,2118-Balboa.mp3,
2488,Louis Armstrong With Sy Oliver's Orchestra,"Skokiaan, I",1954.0,Online,http://www.jazz-on-line.com/a/mp3e/DEC86652.mp3,None,latin,,380,2488-None,2488-None.mp3,
2036,Eddie Davis And His Orchestra,I'm Gonna Eat You With A Spoon,1950.0,Online,http://www.jazz-on-line.com/a/2016/CL500309.mp3,Lindy,,,1482,2036-Lindy,2036-Lindy.mp3,
2415,Duke Ellington And The Washingtonians,East St Louis Toodle-Oo,1928.0,Online,http://www.jazz-on-line.com/a/2b17/HA508426.mp3,Lindy,,"Yes! - I know the song, just not this version",348,2415-Lindy,2415-Lindy.mp3,
2955,Andy Russell And Paul Weston,Anniversary Song,1946.0,Online,http://www.jazz-on-line.com/a/mp3e/CAP1594.mp3,None,"too slow, singing",,1915,2955-None,2955-None.mp3,
2784,Ted Fio Rito And His Orchestra,Molly,1929.0,Online,http://www.jazz-on-line.com/a/2b17/BB508941.mp3,None,other,,277,2784-None,2784-None.mp3,
2734,Bob Howard,Any Rags,1938.0,Online,http://www.jazz-on-line.com/a/mp5c/DEC64348.mp3,Balboa,fast,,2070,2734-Balboa,2734-Balboa.mp3,
379,Russ Morgan And His Orchestra,Somebody Else Is Taking My Place,1942.0,Online,http://www.jazz-on-line.com/a/mp3y/1942_032.mp3,None,musical,,1418,0379-None,0379-None.mp3,
2211,Cab Calloway And His Cotton Club Orchestra,Jitter Bug,1934.0,Online,http://www.jazz-on-line.com/a/mp3d/Vic81090-1.mp3,Shag,,,55,2211-Shag,2211-Shag.mp3,
1129,Fontane Sisters,Rock Love,1955.0,Online,http://www.jazz-on-line.com/a/mp3z/1955_096.mp3,Lindy,,,2728,1129-Lindy,1129-Lindy.mp3,
1098,Mills Blue Rhythm Band,Kokey Joe,1933.0,Online,http://www.jazz-on-line.com/a/mp3b/Vic78094-1.mp3,Lindy,,,69,1098-Lindy,1098-Lindy.mp3,
2020,Connee Boswell Feat. O/runs Morgan,Let It Snow! Let It Snow! Let It Snow!,1946.0,Online,http://www.jazz-on-line.com/a/mp3z/1946_113.mp3,Blues,"slow swing, christmas",,570,2020-Blues,2020-Blues.mp3,
1101,Kay Kyser And His Orchestra,That's For Me,1945.0,Online,http://www.jazz-on-line.com/a/mp3y/1945_177.mp3,None,too slow,,405,1101-None,1101-None.mp3,
1928,Lonnie Johnson And John Davis,Blues In My Soul,1947.0,Online,http://www.jazz-on-line.com/a/mp3o/DIS6055x.mp3,Blues,traditional,,1556,1928-Blues,1928-Blues.mp3,
2094,Willie Lewis And His Entertainers,Basin Street Blues,1937.0,Online,http://www.jazz-on-line.com/a/2014/CH496367.mp3,Lindy,,,660,2094-Lindy,2094-Lindy.mp3,
2344,Ted Heath And His Music,I Got It Bad,1953.0,Online,http://www.jazz-on-line.com/a/mp3h/DH484338.mp3,Blues,slow swing,,592,2344-Blues,2344-Blues.mp3,
2254,Lillian Briggs,I Want You To Be My Baby,1955.0,Online,http://www.jazz-on-line.com/a/mp3z/1955_138.mp3,Shag,boogie woogie,,1290,2254-Shag,2254-Shag.mp3,
2620,Rex Stewart With Claude Bolling's Orchestra,Without A Song,1949.0,Online,http://www.jazz-on-line.com/a/2015/CL498893.mp3,Lindy,,,2477,2620-Lindy,2620-Lindy.mp3,
2605,Charles Brown And His Band,I've Got That Old Feeling,1950.0,Online,http://www.jazz-on-line.com/a/mp5c/ALLRR1529-1.mp3,None,,,619,2605-None,2605-None.mp3,
2997,Billie Holiday & Her Orchestra,Speak Low,1956.0,Online,http://www.jazz-on-line.com/a/mp3t/TS484407.mp3,None,latin,,461,2997-None,2997-None.mp3,
2174,Billy Vaughn And His Orchestra,When The White Lilacs Bloom Again,1956.0,Online,http://www.jazz-on-line.com/a/mp3z/1956_138.mp3,Balboa,quality,,1405,2174-Balboa,2174-Balboa.mp3,
460,Chris Connor,Spring Is Here,1954.0,Online,http://www.jazz-on-line.com/a/mp3t/TS486754.mp3,None,,,1190,0460-None,0460-None.mp3,
2212,Dinah Washington,Wasn't It,1955.0,Online,http://www.jazz-on-line.com/a/mp3t/TS486764.mp3,Lindy,,,1557,2212-Lindy,2212-Lindy.mp3,
2427,Vic Berton And His Orchestra,Dardanella,1935.0,Online,http://www.jazz-on-line.com/a/mp3h/VOC16786-3.mp3,Lindy,,,1543,2427-Lindy,2427-Lindy.mp3,
362,Reginald Foresythe,St. Louis Blues,1934.0,Online,http://www.jazz-on-line.com/a/2016/BB502511.mp3,Blues,Slow Swing,,877,0362-Blues,0362-Blues.mp3,
2504,William Harris,Bullfrog Blues,1928.0,Online,http://www.jazz-on-line.com/a/mp4c/GENG14318.mp3,None,delta,,1979,2504-None,2504-None.mp3,
2925,Ozie Ware Acc. By The Whoopee Makers,He Just Don't Appeal To Me,1929.0,Online,http://www.jazz-on-line.com/a/mp3e/Cam3715-B.mp3,None,other,,2505,2925-None,2925-None.mp3,
2852,Buddy Johnson And His Orchestra,Shufflin' And Rollin',1952.0,Online,http://www.jazz-on-line.com/a/2b17/AR509896.mp3,Lindy,,"Yes! - I know the song, just not this version",771,2852-Lindy,2852-Lindy.mp3,
2442,Mindy Carson Feat. O/norman Leyden,Lonely Little Robin,1951.0,Online,http://www.jazz-on-line.com/a/mp3z/1951_250.mp3,None,singing,,1293,2442-None,2442-None.mp3,
2552,Gene Krupa And The Band That Swings With Strings,I Walked In With My Eyes Wide Open,1944.0,Online,http://www.jazz-on-line.com/a/mp5c/COLCCO4296.mp3,None,other,,2779,2552-None,2552-None.mp3,
2217,Guy Lombardo And His Royal Canadians,"John, John, John (Every Tom, Dick And Harry's Called John)",1953.0,Online,http://www.jazz-on-line.com/a/mp3z/1953_343.mp3,None,musical,,626,2217-None,2217-None.mp3,
2661,Benny Carter W Freddy Gardner,There's A Small Hotel,1937.0,Online,http://www.jazz-on-line.com/a/2c17/DV506866.mp3,Blues,slow swing,,1728,2661-Blues,2661-Blues.mp3,
2400,Champion Jack Dupree,Dupree Shake Dance,1941.0,Online,http://www.jazz-on-line.com/a/mp3a/COLC3589-1.mp3,Blues,traditional,,144,2400-Blues,2400-Blues.mp3,
2906,Fats Waller And His Rhythm,It's You Who Taught It To Me,1939.0,Online,http://www.jazz-on-line.com/a/mp4c/BLU043346.mp3,Lindy,,,48,2906-Lindy,2906-Lindy.mp3,
2023,Judy Garland,Born In A Trunk,1954.0,Online,http://www.jazz-on-line.com/a/2014/DH496037.mp3,None,singing,,2861,2023-None,2023-None.mp3,
1948,Boston ''pops'' Orchestra,Jalousie,1943.0,Online,http://www.jazz-on-line.com/a/mp3e/V-D52A.mp3,None,quality,,1424,1948-None,1948-None.mp3,
1866,Festval Swing,Festival Swing 1941,1940.0,Online,http://www.jazz-on-line.com/a/mp3d/SWIX2SW-173-1.mp3,Lindy,,,1466,1866-Lindy,1866-Lindy.mp3,
2611,Woody Herman & His Herd,Moten Stomp,1952.0,Online,http://www.jazz-on-line.com/a/2016/DH501868.mp3,None,too complex,,2638,2611-None,2611-None.mp3,
2776,Louis Prima And His Orchestra,Hi Ho Trailus Boot Whip,1945.0,Online,http://www.jazz-on-line.com/a/mp5c/MER2041.mp3,Lindy,,,1093,2776-Lindy,2776-Lindy.mp3,
617,Boyd Raeburn's Orchestra,Temptation,1946.0,Online,http://www.jazz-on-line.com/a/mp3h/DH487345.mp3,None,other,,1591,0617-None,0617-None.mp3,
2350,Jimmie Davis,Get On Board Aunt Susan,1931.0,Online,http://www.jazz-on-line.com/a/mp4c/VIC69361-1.mp3,Blues,delta,,669,2350-Blues,2350-Blues.mp3,
2829,Fats Waller And His Rhythm,Copper Colored Gal,1936.0,Online,http://www.jazz-on-line.com/a/mp4c/VIC0340-1.mp3,Lindy,,,2519,2829-Lindy,2829-Lindy.mp3,
2686,Artie Shaw And His New Music,If You Ever Should Leave,1937.0,Online,http://www.jazz-on-line.com/a/2c17/BB503006.mp3,Lindy,,,2557,2686-Lindy,2686-Lindy.mp3,
2789,Frank Sinatra,Learnin' The Blues,1955.0,Online,http://www.jazz-on-line.com/a/mp3z/1955_013.mp3,None,too complex,,595,2789-None,2789-None.mp3,
2781,Mildred Bailey And Her Orchestra,I Cried For You,1939.0,Online,http://www.jazz-on-line.com/a/mp5c/VOC23986.mp3,Lindy,not great,,146,2781-Lindy,2781-Lindy.mp3,
819,Cass Daley And Sonny Burke Orchestra,A Good Man Is Hard To Find,1949.0,Online,http://www.jazz-on-line.com/a/mp3o/DECL4909.mp3,Lindy,,,342,0819-Lindy,0819-Lindy.mp3,
1870,David Carroll And His Orchestra,Melody Of Love,1955.0,Online,http://www.jazz-on-line.com/a/mp3z/1955_064.mp3,None,other,,1696,1870-None,1870-None.mp3,
3005,Frank Sinatra,One For My Baby,1947.0,Online,http://www.jazz-on-line.com/a/mp4c/COLHCO2522.mp3,None,singing,,2994,3005-None,3005-None.mp3,
738,Louis Prima and his New Orleans Gang,A Good Man Is Hard To Find,1939.0,Online,http://www.jazz-on-line.com/a/mp5c/DEC65952.mp3,Lindy,,,2070,0738-Lindy,,
2700,The Troubadors (Shilkret),Forever And Ever,1928.0,Online,http://www.jazz-on-line.com/a/2c17/BB506269.mp3,None,other,,808,2700-None,2700-None.mp3,
2183,Carroll Gibbons Orch,One Little Quarrel,1932.0,Online,http://www.jazz-on-line.com/a/2b17/DV510633.mp3,Lindy,not great,,2228,2183-Lindy,2183-Lindy.mp3,
866,Chicago Footwarmers,Brush Stomp,1928.0,Online,http://www.jazz-on-line.com/a/mp4c/OKe400978-A.mp3,Lindy,quality,,1300,0866-Lindy,0866-Lindy.mp3,
2161,Stan Getz Allstars,Slow,1949.0,Online,http://www.jazz-on-line.com/a/mp5c/SAVS36128.mp3,None,too complex,,1539,2161-None,2161-None.mp3,
2391,Tony Bennett,Blue Velvet,1951.0,Online,http://www.jazz-on-line.com/a/mp3z/1951_125.mp3,None,too slow,,2386,2391-None,2391-None.mp3,
2583,Merle Travis,Cincinnati Lou,1946.0,Online,http://www.jazz-on-line.com/a/mp3a/CAP1033-2D.mp3,Lindy,,,17,2583-Lindy,2583-Lindy.mp3,
2636,Harlem Hamfats,Let Me Feel It,1938.0,Online,http://www.jazz-on-line.com/a/mp3o/DEC63635-A.mp3,Lindy,,"Yes! - I haven't heard this before, adding to my playlist...",968,2636-Lindy,2636-Lindy.mp3,
1888,Ink Spots,Java Jive,1940.0,Online,http://www.jazz-on-line.com/a/mp3o/DEC67931.mp3,Blues,coffee!,"Yes! - I know the song, just not this version",2648,1888-Blues,1888-Blues.mp3,
2257,Fats Waller And His Rhythm,By The Light Of The Silvery Moon,1942.0,Online,http://www.jazz-on-line.com/a/mp4c/BLU075423.mp3,None,singing,,1299,2257-None,2257-None.mp3,
3002,Larry Clinton And His Orchestra,Old Folks,1938.0,Online,http://www.jazz-on-line.com/a/mp4c/VIC026689.mp3,None,singing,,2489,3002-None,3002-None.mp3,
481,Jack Smith,Slave To Love,1930.0,Online,http://www.jazz-on-line.com/a/mp3a/VIC54831-2.mp3,None,Singing,,1104,0481-None,0481-None.mp3,
2071,Lionel Hampton And His Orchestra,Ghost of A Chance,1940.0,Online,http://www.jazz-on-line.com/a/mp3b/VIC049935-1.mp3,None,too complex,,2072,2071-None,2071-None.mp3,
2615,Harry Horlick And His Orchestra,Shadow Waltz,1944.0,Online,http://www.jazz-on-line.com/a/mp3e/V-D235A2.mp3,None,other,,608,2615-None,2615-None.mp3,
2634,Jimmy Bertrand's Washboard Wizards,Idle Hour Special,1926.0,Online,http://www.jazz-on-line.com/a/2017/ND511330.mp3,Lindy,,,176,2634-Lindy,2634-Lindy.mp3,
523,George Shearing's Quintet,Roses Of Picardy,1954.0,Online,http://www.jazz-on-line.com/a/2014/DH496088.mp3,None,too complex,,568,0523-None,0523-None.mp3,
1960,Joe Sullivan And His Cafe Society Orchestra,I Cover The Waterfront,1940.0,Online,http://www.jazz-on-line.com/a/2014/CL497385.mp3,None,too slow,,1536,1960-None,1960-None.mp3,
2260,Frank Sinatra W T.Dorsey Orchestra,I'll Never Smile Again,1946.0,Online,http://www.jazz-on-line.com/a/mp4c/V-D.mp3,Balboa,not great,,2084,2260-Balboa,2260-Balboa.mp3,
2905,Louis Armstrong And His Orchestra,Royal Garden Blues (Pt.2),1947.0,Online,http://www.jazz-on-line.com/a/mp5c/DEC80357.mp3,Lindy,,,2928,2905-Lindy,2905-Lindy.mp3,
2132,Andre Kostelanetz And His Orchestra,All The Things You Are,1944.0,Online,http://www.jazz-on-line.com/a/mp3h/DH480818.mp3,None,other,,2554,2132-None,2132-None.mp3,
312,Artie Shaw And His Orchestra,I Concentrate On You,1949.0,Online,http://www.jazz-on-line.com/a/mp4c/COLCO40814.mp3,None,musical,,2823,0312-None,0312-None.mp3,
1889,Lani Mcintyre And His Hawaiians,In A Little Hula Heaven,1937.0,Online,http://www.jazz-on-line.com/a/mp3a/DEC62778.mp3,Balboa,,,2083,1889-Balboa,1889-Balboa.mp3,
2314,Fats Navarro And His Thin Men,Goin' To Minton's (I Got Rhythm),1947.0,Online,http://www.jazz-on-line.com/a/mp3t/TS481700.mp3,None,too complex,,1746,2314-None,2314-None.mp3,
2628,Halfway House Orchestra,Just Pretending,1928.0,Online,http://www.jazz-on-line.com/a/2016/Ne500909.mp3,Shag,,,2391,2628-Shag,2628-Shag.mp3,
2089,Eddie Condon And His Windy City Seven,Ja-Da,1938.0,Online,http://www.jazz-on-line.com/a/_inc/TS492146.mp3,Blues,slow drag,"Yes! - I haven't heard this before, adding to my playlist...",2365,2089-Blues,2089-Blues.mp3,
1991,Broadway Bellhops,I Ain't That Kind Of A Baby,1927.0,Online,http://www.jazz-on-line.com/a/2b17/BB508567.mp3,Charleston,quality,,2998,1991-Charleston,1991-Charleston.mp3,
2737,Lennie Tristano Trio,Out On A Limb (Duplicate),1946.0,Online,http://www.jazz-on-line.com/a/mp3t/TS485247.mp3,None,too complex,,2501,2737-None,2737-None.mp3,
1916,Teddy Stauffer And The Original Teddies,It's The Natural Thing To Do,1936.0,Online,http://www.jazz-on-line.com/a/2c17/BB505666.mp3,None,other,,2502,1916-None,1916-None.mp3,
680,Oscar Pettiford,Low And Behold,1953.0,Online,http://www.jazz-on-line.com/a/mp3t/TS486070.mp3,None,too complex,,2950,0680-None,0680-None.mp3,
675,Duke Ellington And His Famous Orchestra,Slippery Horn,1932.0,Online,http://www.jazz-on-line.com/a/mp3e/ColB-11865-A.mp3,Blues,Traditional,,1270,0675-Blues,0675-Blues.mp3,
2126,Andrews Sisters Feat. O/carmen Cavallaro,On The Avenue,1947.0,Online,http://www.jazz-on-line.com/a/mp3z/1947_218.mp3,Lindy,"singing, musical, not great",,313,2126-Lindy,2126-Lindy.mp3,
1858,Thomas Morris And His Seven Hot Babies,Charleston Stampede,1926.0,Online,http://www.jazz-on-line.com/a/2014/CL497406.mp3,Lindy,,,935,1858-Lindy,1858-Lindy.mp3,
2950,King Cole Swingsters,The Land Of Make Believe,1939.0,Online,http://www.jazz-on-line.com/a/_inc/DavDS-114.mp3,None,singing,,1489,2950-None,2950-None.mp3,
2773,Artie Shaw And His Orchestra,Absent Minded Moon,1942.0,Online,http://www.jazz-on-line.com/a/mp5c/VIC071703.mp3,Lindy,slow swing,,2897,2773-Lindy,2773-Lindy.mp3,
2553,Hi-Flyers,Home On The Range,1937.0,Online,http://www.jazz-on-line.com/a/mp3a/VOCDAL355.mp3,None,too slow,,205,2553-None,2553-None.mp3,
954,Glenn Miller And His Orchestra,"Ring Telephone, Ring",1940.0,Online,http://www.jazz-on-line.com/a/mp4c/BLU056108.mp3,Blues,slow swing,,647,0954-Blues,0954-Blues.mp3,
2703,Ted Wallace And His Orchestra,I've Got My Eye On You,1930.0,Online,http://www.jazz-on-line.com/a/2016/BB502136.mp3,Balboa,,,1649,2703-Balboa,2703-Balboa.mp3,
786,Wingy Manone And His Orchestra,St. James Infirmary,1944.0,Online,http://www.jazz-on-line.com/a/2015/CL498720.mp3,Blues,traditional,,1818,0786-Blues,0786-Blues.mp3,
1873,Patti Page,The Strangest Romance,1956.0,Online,http://www.jazz-on-line.com/a/mp3z/1956_488.mp3,None,singing,,1912,1873-None,1873-None.mp3,
1369,Nelson Eddy,Smilin' Through,1944.0,Online,http://www.jazz-on-line.com/a/2c17/Ar503632.mp3,None,musical,,858,1369-None,1369-None.mp3,
2929,The Chicago Footwarmers,Get 'Em Again Blues,1928.0,Online,http://www.jazz-on-line.com/a/2b17/HA509221.mp3,Shag,,"Yes! - I haven't heard this before, adding to my playlist...",1082,2929-Shag,2929-Shag.mp3,
1118,John Kirby And His Orchestra,Front And Center,1939.0,Online,http://www.jazz-on-line.com/a/mp5c/VOC24945-A.mp3,Balboa,,,632,1118-Balboa,1118-Balboa.mp3,
1097,Blue Lu Barker With Danny Barker's Band,That's How I Got My Man,1949.0,Online,http://www.jazz-on-line.com/a/2014/CL497824.mp3,None,singing,,163,1097-None,1097-None.mp3,
